2,399,11,2
2,741,1,1
2,741,1,2
3,84,1,2
3,84,1,1
3,427,1,2
3,599,1,2
3,770,1,1
3,942,1,1
4,113,1,2
4,456,1,1
4,799,1,1
5,142,1,2
5,484,1,2
5,827,1,2
6,170,1,1
6,342,1,1
6,513,1,2
6,684,1,2
6,856,1,1
7,199,1,1
7,542,1,2
7,713,1,2
7,884,1,1
8,56,1,1
8,227,1,2
8,570,1,2
8,913,1,1
9,256,1,1
9,599,1,2
9,942,1,2
10,284,1,2
10,627,1,1
10,970,1,1
11,313,1,2
11,484,1,1
11,656,1,2
11,999,1,1
12,342,1,2
12,599,1,2
12,856,1,1
13,113,1,1
13,370,1,2
13,542,1,2
13,713,1,1
14,56,1,2
14,399,1,1
14,570,1,1
14,742,1,2
14,913,1,2
15,84,1,1
15,427,1,2
15,770,1,1
16,113,1,2
16,456,1,2
16,799,1,2
17,142,1,1
17,313,1,1
17,484,1,2
17,656,1,2
17,827,1,1
18,170,1,2
18,513,1,2
18,684,1,2
18,856,1,1
19,27,1,1
19,199,1,2
19,542,1,1
19,884,1,2
20,227,1,2
20,570,1,1
20,913,1,1
21,256,1,1
21,599,1,2
21,942,1,2
22,284,1,1
22,456,1,2
22,627,1,1
22,970,1,1
23,313,1,1
23,484,1,2
23,656,1,2
23,999,1,1
24,342,1,2
24,342,1,1
24,513,1,2
24,684,1,2
24,684,1,1
25,27,1,2
25,27,1,1
25,370,1,2
25,542,1,2
25,713,1,1
25,884,1,1
26,56,1,2
26,399,1,1
26,742,1,2
27,84,1,1
27,427,1,1
27,770,1,1
28,113,1,2
28,284,1,2
28,456,1,1
28,627,1,1
28,799,1,2
29,142,1,1
29,484,1,2
29,827,1,1
29,999,1,1
30,170,1,2
30,170,1,1
30,513,1,1
30,856,1,2
31,199,1,2
31,542,1,1
31,884,1,1
32,227,1,1
32,570,1,2
32,913,1,2
32,913,1,1
33,256,1,1
33,427,1,2
33,599,1,1
33,942,1,2
34,113,1,2
34,284,1,1
34,456,1,2
34,627,1,1
34,799,1,2
34,970,1,1
35,313,1,2
35,484,1,1
35,656,1,2
35,999,1,1
36,684,1,1
37,370,1,1
38,56,1,1
38,742,1,2
39,427,1,2
40,113,1,2
40,799,1,2
41,313,1,1
41,484,1,2
41,999,1,1
42,170,1,2
42,684,1,1
42,856,1,2
43,370,1,1
43,542,1,2
44,56,1,2
44,227,1,1
44,742,1,2
44,913,1,1
45,427,1,2
45,599,1,1
46,113,1,2
46,284,1,1
46,627,1,1
46,627,1,2
46,799,1,1
46,970,1,2
47,484,1,1
47,656,1,2
47,999,1,1
48,170,1,2
48,342,1,1
48,856,1,2
49,27,1,1
49,370,1,2
49,542,1,1
49,713,1,2
50,227,1,1
50,399,1,2
50,742,1,1
50,913,1,2
51,84,1,1
51,599,1,2
51,770,1,1
52,113,1,2
52,113,1,1
52,284,1,2
52,456,1,1
52,970,1,2
53,142,1,1
53,484,1,2
53,484,1,1
53,656,1,1
53,827,1,2
54,342,1,1
54,513,1,2
54,856,1,2
54,856,1,1
55,27,1,1
55,199,1,2
55,542,1,1
55,542,1,2
55,713,1,2
55,884,1,1
56,142,1,1
56,227,1,2
56,227,1,1
56,399,1,1
56,570,1,2
56,742,5,1
56,913,1,2
57,84,1,2
57,256,1,1
57,427,1,1
57,599,11,2
57,599,11,1
58,627,1,2
58,627,1,1
58,969,1,2
58,969,1,1
59,141,1,2
59,312,1,2
59,484,1,1
59,998,1,1
60,169,1,2
60,855,1,2
61,27,1,1
61,369,1,1
61,541,1,1
61,712,1,2
61,884,1,2
62,227,1,2
62,569,1,1
62,912,1,1
63,84,1,2
63,255,1,1
63,427,1,2
63,769,1,1
64,112,1,2
64,455,1,1
64,627,1,1
64,969,1,2
65,312,1,2
65,655,1,2
65,827,1,1
65,998,1,1
66,169,1,2
66,341,1,2
66,512,1,1
66,684,1,1
66,855,1,2
67,27,1,1
67,369,1,1
67,541,1,2
67,712,1,1
67,884,1,2
68,55,1,1
68,227,1,2
68,569,1,2
68,912,1,1
69,169,1,1
69,255,1,2
69,427,1,1
69,598,1,1
69,598,1,2
69,941,1,1
69,941,1,2
70,112,1,1
70,284,1,2
70,455,1,1
70,969,1,1
71,141,1,2
71,827,1,2
71,998,1,1
72,341,1,1
72,512,1,1
72,684,1,2
72,855,1,2
73,198,1,2
73,541,1,1
73,712,1,2
73,884,1,1
74,227,1,1
74,398,1,2
74,741,1,1
74,912,1,1
75,84,1,2
75,427,1,2
75,598,1,1
75,769,1,2
75,941,1,1
76,112,1,2
76,284,1,1
76,455,1,2
76,627,1,2
76,798,1,1
76,969,1,2
77,141,1,1
77,312,1,2
77,655,1,2
77,998,1,2
78,169,1,1
78,341,1,2
78,512,1,1
78,684,1,2
78,855,1,1
79,198,1,2
79,369,1,1
79,541,1,1
79,712,1,2
79,884,1,1
80,55,1,2
80,227,11,2
80,569,1,1
80,569,45,1
80,912,1,2
81,255,1,2
81,598,1,2
81,941,22,2
82,284,1,2
82,627,22,1
82,969,1,2
83,312,45,2
83,655,1,2
83,998,1,2
84,341,1,1
84,684,22,1
85,27,1,2
85,369,22,2
85,712,1,2
86,55,45,1
86,398,1,2
86,741,1,2
87,84,1,2
87,427,22,2
87,769,1,1
88,112,22,1
88,455,1,2
88,798,45,2
89,141,1,2
89,484,1,2
89,827,1,1
90,169,22,1
90,512,1,2
90,855,22,2
91,27,1,1
91,198,1,2
91,541,1,1
91,541,45,1
91,884,1,2
92,227,1,2
92,569,1,2
92,912,22,2
93,255,1,2
93,598,22,1
93,941,1,2
94,284,22,2
94,627,1,2
94,969,22,1
95,312,1,2
95,655,22,2
95,998,1,2
96,341,22,1
96,684,1,2
96,855,1,2
96,941,1,2
97,27,1,2
97,27,45,2
97,369,1,2
97,712,1,2
98,55,1,1
98,398,22,1
98,741,1,2
99,84,1,2
99,84,22,2
99,427,1,2
99,769,1,1
99,769,45,1
99,941,1,2
100,112,1,2
100,284,1,2
100,455,1,2
100,627,1,2
100,798,1,2
100,969,1,2
101,141,34,2
101,312,1,1
101,484,1,1
101,655,5,1
101,998,5,1
102,341,1,1
102,512,1,2
102,855,1,1
102,855,1,2
