0,740,1,1
0,740,1,2
1,43,1,1
1,43,1,2
1,346,1,1
1,346,1,2
1,497,1,1
1,649,1,2
1,800,1,1
1,800,1,2
2,255,1,1
2,406,1,2
2,558,1,2
2,709,1,1
2,861,1,2
3,12,1,2
3,12,1,1
3,467,1,1
3,618,1,2
3,770,1,1
3,921,1,2
4,73,1,1
4,224,1,2
4,679,1,1
4,830,1,2
4,982,1,1
5,133,1,2
5,285,1,2
5,436,1,1
5,739,1,2
6,43,1,1
6,194,1,2
6,346,1,2
6,649,1,1
6,649,1,2
7,103,1,1
7,103,1,2
7,406,1,1
7,709,1,1
7,709,1,2
8,12,1,2
8,315,1,1
8,315,1,2
8,467,1,2
8,770,1,1
8,921,1,2
8,921,1,1
9,224,1,2
9,527,1,1
9,527,1,2
9,679,1,1
9,982,1,2
10,133,1,1
10,133,1,2
10,436,1,2
10,740,1,1
10,891,1,2
11,43,1,2
11,194,10,1
11,497,1,2
11,952,1,2
12,103,1,1
12,255,1,1
12,558,1,1
12,558,1,2
12,861,1,2
13,164,1,1
13,315,1,2
13,467,1,2
13,770,1,1
13,770,1,2
14,73,1,1
14,376,1,2
14,527,1,1
14,679,1,2
14,830,1,1
14,982,10,2
15,285,1,1
15,588,1,2
15,891,1,1
16,43,1,1
16,194,1,2
16,346,1,1
16,800,1,1
16,800,1,2
17,103,1,1
17,406,1,2
17,709,1,1
18,12,1,2
18,315,1,1
18,618,1,1
18,618,1,2
18,921,1,2
19,224,1,2
19,224,1,1
19,527,1,1
19,830,1,1
19,830,1,2
19,982,1,2
20,285,1,2
20,436,10,1
20,740,10,2
21,43,1,1
21,194,1,2
21,194,1,1
21,649,1,1
21,649,1,2
21,952,1,1
22,255,1,2
22,558,1,1
22,861,1,1
22,861,1,2
23,12,1,2
23,315,1,2
23,467,1,1
23,618,1,2
24,73,1,1
24,376,1,2
24,679,1,1
24,679,1,2
24,830,1,1
25,133,1,2
25,285,1,1
25,285,1,2
25,436,1,1
25,588,1,2
25,740,10,2
26,43,1,1
26,346,1,2
26,497,1,1
26,497,1,2
26,800,1,1
27,103,1,2
27,406,1,1
27,709,1,2
28,12,1,1
28,315,1,1
28,467,1,2
28,770,1,1
28,921,1,1
28,921,1,2
29,224,1,2
29,527,1,1
29,679,1,1
29,679,1,2
29,982,1,2
30,133,1,1
30,133,1,2
30,285,1,1
30,588,1,1
30,739,1,2
30,891,1,1
31,194,1,2
31,346,1,1
31,346,1,2
31,649,1,1
31,952,1,2
32,103,1,1
32,406,1,2
32,558,1,2
32,558,1,1
32,709,1,1
33,12,1,2
33,164,1,2
33,315,1,1
33,618,1,2
33,770,1,1
33,921,1,2
34,224,1,1
34,376,1,2
34,527,15,1
34,982,1,2
35,285,1,1
35,285,1,2
35,588,1,1
35,891,1,2
35,891,1,1
36,194,1,2
36,194,1,1
36,497,1,2
36,497,1,1
36,952,1,1
36,952,1,2
37,255,1,1
37,255,1,2
37,558,1,2
37,709,1,1
38,12,1,1
38,315,10,2
38,315,1,2
38,618,1,1
38,921,1,2
39,224,1,1
39,376,1,2
39,679,1,1
39,830,1,2
39,830,1,1
39,982,1,2
40,285,1,2
40,436,1,1
40,436,1,2
40,739,1,1
40,739,10,1
41,43,1,2
41,346,1,1
41,649,1,1
41,649,1,2
41,952,1,2
42,255,1,1
42,255,1,2
42,558,1,1
42,861,1,1
42,861,1,2
43,12,1,2
43,315,1,2
43,467,1,1
43,467,1,2
43,618,1,1
43,770,1,2
43,921,1,1
44,73,1,2
44,224,1,1
44,224,15,1
44,679,1,2
44,982,1,1
45,285,1,1
45,285,1,2
45,588,1,1
45,588,1,2
45,891,1,1
45,891,1,2
46,194,1,1
46,194,1,2
46,649,1,1
46,649,1,2
46,952,1,2
47,255,1,1
47,406,1,2
47,709,1,1
47,709,10,2
48,12,1,1
48,315,1,1
48,315,1,2
48,618,1,1
48,921,1,1
48,921,1,2
49,73,15,2
49,527,1,1
49,830,1,2
50,32,1,1
50,234,1,1
50,436,1,2
50,739,1,1
51,43,1,2
51,346,1,1
51,346,1,2
51,497,1,2
51,800,1,1
51,952,1,1
51,952,1,2
52,255,1,2
52,558,1,2
52,709,1,1
52,861,1,2
53,315,1,1
53,315,1,2
53,770,1,2
53,770,1,1
54,73,1,1
54,73,1,2
